"id","version","categoryId","year","url","createdAt","createdById","lastModifiedAt","lastModifiedById"
1,0,1,1901,https://www.nobelprize.org/prizes/physics/1901/summary/,2025-08-08 17:31:30,1,2025-08-08 17:31:30,1
2,0,1,1902,https://www.nobelprize.org/prizes/physics/1902/summary/,2025-08-08 17:32:30,1,2025-08-08 17:32:30,1
